longitude,latitude,NDVI,NDBI,BSI,NDWI,LST,vegetation_fraction,predicted_vegetation_fraction,prediction_difference
85.80002416411637,20.25031720802852,0.14532374,0.006242179,0.08597285,-0.21619558,37.41126035000002,0.0,0.005870435978979986,0.005870435978979986
85.80011399564478,20.25031720802852,0.06934671,0.06379235,0.11111111,-0.14933836,37.55823521000002,0.0,0.001188826828175434,0.001188826828175434
85.80020382717318,20.25031720802852,0.09268623,0.19533381,0.16983482,-0.15785715,37.55823521000002,0.0,0.0016872464598020817,0.0016872464598020817
85.80029365870159,20.25031720802852,0.08776268,0.15547024,0.14420384,-0.13256112,37.55823521000002,0.0,0.0011797985073377223,0.0011797985073377223
85.80038349023,20.25031720802852,0.038770013,-0.0016113231,0.07032161,-0.09610295,37.758189380000005,0.0,0.001722386632501602,0.001722386632501602
85.80047332175842,20.25031720802852,0.04137134,-0.009749079,0.052391797,-0.09840056,37.758189380000005,0.0,0.0036347177871856977,0.0036347177871856977
85.80056315328683,20.25031720802852,0.06456841,0.09768535,0.12619768,-0.15432872,37.758189380000005,0.0,0.001308844065839731,0.001308844065839731
85.80065298481524,20.25031720802852,0.08393424,0.19649346,0.1910387,-0.17181168,37.758189380000005,0.0,0.0011436706743377528,0.0011436706743377528
85.80074281634366,20.25031720802852,0.11642916,0.1179095,0.13413826,-0.17023674,37.758189380000005,0.0,0.0012790951040790018,0.0012790951040790018
85.80083264787207,20.25031720802852,0.09908974,0.10919055,0.12782732,-0.15812549,37.758189380000005,0.0,0.0013204808678562796,0.0013204808678562796
85.80092247940048,20.25031720802852,0.13116725,0.18720278,0.17120896,-0.18462506,37.86756602,0.0,0.002454817524820504,0.002454817524820504
85.8010123109289,20.25031720802852,0.088309534,0.17175163,0.17054884,-0.18824613,37.86756602,0.0,0.0014143163177201567,0.0014143163177201567
85.80110214245731,20.25031720802852,0.120460056,0.16527618,0.16743782,-0.2201714,37.86756602,0.0,0.0037394224936155144,0.0037394224936155144
85.79993433258795,20.250227376500103,0.42569107,-0.008279672,0.030169485,-0.43455496,37.41126035000002,0.9725490196078432,0.7598995854011433,-0.2126494342066999
85.80002416411637,20.250227376500103,0.18523808,-0.014469128,0.054123055,-0.23187327,37.41126035000002,0.0,0.21003764186119533,0.21003764186119533
85.80011399564478,20.250227376500103,0.15341328,0.012774867,0.06962351,-0.20871793,37.55823521000002,0.0,0.013031133435325899,0.013031133435325899
85.80020382717318,20.250227376500103,0.28724948,0.041522488,0.07895518,-0.30506477,37.55823521000002,0.0,0.14385702104831039,0.14385702104831039
85.80029365870159,20.250227376500103,0.10323088,0.06832299,0.09368771,-0.14566284,37.55823521000002,0.0,0.0013775419766820943,0.0013775419766820943
85.80038349023,20.250227376500103,0.048429787,0.05571648,0.10123604,-0.11128935,37.758189380000005,0.0,0.001225126913426926,0.001225126913426926
85.80047332175842,20.250227376500103,0.083808,0.07532105,0.10229729,-0.15125325,37.758189380000005,0.0,0.0014246237110311405,0.0014246237110311405
85.80056315328683,20.250227376500103,0.12101595,0.10833829,0.13804713,-0.1906903,37.758189380000005,0.0,0.0015019309034484815,0.0015019309034484815
85.80065298481524,20.250227376500103,0.12828599,0.13187702,0.14491266,-0.18859039,37.758189380000005,0.0,0.0033640677056773144,0.0033640677056773144
85.80074281634366,20.250227376500103,0.10715278,0.13896103,0.15363662,-0.16656889,37.758189380000005,0.0,0.0012544014207995311,0.0012544014207995311
85.80083264787207,20.250227376500103,0.09464144,0.123398796,0.16199167,-0.1778543,37.758189380000005,0.0,0.002809107199554018,0.002809107199554018
85.80092247940048,20.250227376500103,0.092760816,0.16085392,0.1709527,-0.17455621,37.86756602,0.0,0.0012340665099504582,0.0012340665099504582
85.8010123109289,20.250227376500103,0.06670073,0.13635422,0.181548,-0.19461936,37.86756602,0.0,0.001266417463804397,0.001266417463804397
85.80110214245731,20.250227376500103,0.13923307,0.14462899,0.17103547,-0.22954474,37.86756602,0.0,0.014918251956435119,0.014918251956435119
85.79984450105954,20.250137544971697,0.45800528,-0.02894189,0.01545943,-0.4386533,37.41126035000002,0.0,0.39154636743411486,0.39154636743411486
85.79993433258795,20.250137544971697,0.3766012,-0.07109633,0.020949952,-0.43161634,37.41126035000002,1.0,0.7621030051501886,-0.23789699484981142
85.80002416411637,20.250137544971697,0.2638522,-0.054137323,0.040669516,-0.31810677,37.41126035000002,1.0,0.5252384419763243,-0.4747615580236757
85.80011399564478,20.250137544971697,0.3811966,-0.060135584,0.008888183,-0.4048102,37.55823521000002,0.0,0.48487620577105217,0.48487620577105217
85.80020382717318,20.250137544971697,0.44783056,-0.11517803,-0.04022151,-0.46869266,37.55823521000002,1.0,0.7864032125564837,-0.2135967874435163
85.80029365870159,20.250137544971697,0.15787056,-0.06298715,0.032693047,-0.21678318,37.55823521000002,0.0,0.026982518624494755,0.026982518624494755
85.80038349023,20.250137544971697,0.0653288,0.048073217,0.1105861,-0.14659928,37.758189380000005,0.0,0.0012468660438617084,0.0012468660438617084
85.80047332175842,20.250137544971697,0.1342937,0.05898223,0.11004092,-0.21533483,37.758189380000005,0.0,0.0020762625871709214,0.0020762625871709214
85.80056315328683,20.250137544971697,0.33369303,0.009416931,0.058060866,-0.36650082,37.758189380000005,1.0,0.5884367913446753,-0.4115632086553247
85.80065298481524,20.250137544971697,0.24819943,0.055741806,0.08283278,-0.2621849,37.758189380000005,0.0,0.03916476200599406,0.03916476200599406
85.80074281634366,20.250137544971697,0.10325938,0.16275205,0.16210197,-0.19136348,37.758189380000005,0.0,0.002160385500110094,0.002160385500110094
85.80083264787207,20.250137544971697,0.0912362,0.13699189,0.15481913,-0.17552602,37.758189380000005,0.0,0.0012489699469903327,0.0012489699469903327
85.80092247940048,20.250137544971697,0.08869393,0.161254,0.17942017,-0.18577492,37.86756602,0.0,0.001491557638920022,0.001491557638920022
85.8010123109289,20.250137544971697,0.09985528,0.15131213,0.17261764,-0.18349339,37.86756602,0.0,0.0014625721316736454,0.0014625721316736454
85.80110214245731,20.250137544971697,0.1029149,0.17636609,0.18861721,-0.17564997,37.86756602,0.0,0.0013001211300185593,0.0013001211300185593
85.79975466953113,20.250047713443283,0.42378342,-0.026010208,0.023613967,-0.418754,37.24377737000003,0.9490196078431372,0.8581358264333755,-0.09088378140976172
85.79984450105954,20.250047713443283,0.42378342,-0.026010208,0.023613967,-0.418754,37.17712598000003,0.9490196078431372,0.8483550138784179,-0.10066459396471927
85.79993433258795,20.250047713443283,0.28031707,-0.07212389,0.013181013,-0.34201053,37.17712598000003,0.0,0.19943169734476993,0.19943169734476993
85.80002416411637,20.250047713443283,0.24107143,-0.04742909,0.039479394,-0.29799506,37.17712598000003,0.0,0.12775976459243732,0.12775976459243732
85.80011399564478,20.250047713443283,0.412892,-0.061981674,-0.006445543,-0.42322317,37.43005946000002,1.0,0.7490411650137797,-0.2509588349862203
85.80020382717318,20.250047713443283,0.4032967,-0.06906657,-0.015027536,-0.3884208,37.43005946000002,0.0,0.3563352395451556,0.3563352395451556
85.80029365870159,20.250047713443283,0.17415419,0.02464867,0.067721054,-0.22795825,37.43005946000002,0.0,0.026395628442037317,0.026395628442037317
85.80038349023,20.250047713443283,0.086021505,0.10565502,0.13120174,-0.14772727,37.78211552000002,0.0,0.0015579771549728196,0.0015579771549728196
85.80047332175842,20.250047713443283,0.16287452,0.031156125,0.08582879,-0.22992617,37.78211552000002,0.0,0.006166663106372088,0.006166663106372088
85.80056315328683,20.250047713443283,0.4563107,-0.03468102,0.011181158,-0.45709664,37.78211552000002,0.0,0.33568945801545336,0.33568945801545336
85.80065298481524,20.250047713443283,0.30863443,0.08204465,0.08619918,-0.30743346,37.78211552000002,0.0,0.15352969089650192,0.15352969089650192
85.80074281634366,20.250047713443283,0.10138852,0.14186572,0.15043347,-0.18623026,37.78211552000002,0.0,0.0015257739370118878,0.0015257739370118878
85.80083264787207,20.250047713443283,0.090062134,0.14093414,0.1434668,-0.17260581,37.78211552000002,0.0,0.0012255930722927032,0.0012255930722927032
85.80092247940048,20.250047713443283,0.14278655,0.14428414,0.14015824,-0.20594369,37.97523365000001,0.0,0.0066104800379272,0.0066104800379272
85.8010123109289,20.250047713443283,0.13737077,0.14491948,0.14403777,-0.17021278,37.97523365000001,0.0,0.004642112891278054,0.004642112891278054
85.80110214245731,20.250047713443283,0.13819692,0.15962341,0.17339057,-0.22658996,37.97523365000001,0.0,0.007284491312589488,0.007284491312589488
85.79966483800271,20.24995788191487,0.3647134,0.05456965,0.0756705,-0.36777923,37.24377737000003,0.9294117647058824,0.5050522017799239,-0.42435956292595844
85.79975466953113,20.24995788191487,0.20413576,-0.0055346414,0.079515986,-0.32342657,37.24377737000003,0.0,0.037231988814590146,0.037231988814590146
85.79984450105954,20.24995788191487,0.20413576,-0.0055346414,0.079515986,-0.32342657,37.17712598000003,0.0,0.029004590678030552,0.029004590678030552
85.79993433258795,20.24995788191487,0.112700365,-0.0022212395,0.089268886,-0.2731377,37.17712598000003,0.0,0.014704917378829991,0.014704917378829991
85.80002416411637,20.24995788191487,0.10999725,0.0064805564,0.106962495,-0.22835131,37.17712598000003,0.0,0.004332226781573192,0.004332226781573192
85.80011399564478,20.24995788191487,0.33333334,-0.035586335,0.028334724,-0.3652393,37.43005946000002,1.0,0.6485298537469605,-0.3514701462530395
85.80020382717318,20.24995788191487,0.20580067,0.05168649,0.08123338,-0.23397538,37.43005946000002,0.0,0.018900910789620844,0.018900910789620844
85.80029365870159,20.24995788191487,0.09313586,0.060695063,0.07399999,-0.15672092,37.43005946000002,0.0,0.0024890542984531555,0.0024890542984531555
85.80038349023,20.24995788191487,0.096255325,0.10006192,0.123442836,-0.1641313,37.78211552000002,0.0,0.0013427834597791249,0.0013427834597791249
85.80047332175842,20.24995788191487,0.113211885,0.049606316,0.10339025,-0.17928678,37.78211552000002,0.0,0.0015304915095090874,0.0015304915095090874
85.80056315328683,20.24995788191487,0.3953362,-0.024487328,0.026342334,-0.3926928,37.78211552000002,1.0,0.67303860465972,-0.32696139534028
85.80065298481524,20.24995788191487,0.33793932,0.047680147,0.06411026,-0.34399518,37.78211552000002,0.0,0.17067162288586651,0.17067162288586651
85.80074281634366,20.24995788191487,0.08844663,0.19154178,0.17657705,-0.13880853,37.78211552000002,0.0,0.0012235465450535737,0.0012235465450535737
85.80083264787207,20.24995788191487,0.112028636,0.17919542,0.16757174,-0.18301609,37.78211552000002,0.0,0.0027919746473969156,0.0027919746473969156
85.80092247940048,20.24995788191487,0.17071865,0.17893946,0.16057312,-0.22607721,37.97523365000001,0.0,0.023558177749254273,0.023558177749254273
85.8010123109289,20.24995788191487,0.20965753,0.12337082,0.11607142,-0.2512742,37.97523365000001,0.0,0.05962779091163922,0.05962779091163922
85.80110214245731,20.24995788191487,0.30886534,0.043264717,0.07856298,-0.36569577,37.97523365000001,0.0,0.22304406308885524,0.22304406308885524
85.79966483800271,20.24986805038646,0.2717136,0.046214785,0.08016122,-0.3089701,37.24377737000003,0.0,0.18237881809335924,0.18237881809335924
85.79975466953113,20.24986805038646,0.12972319,-0.021989968,0.08511779,-0.25139958,37.24377737000003,0.0,0.007432224902680186,0.007432224902680186
85.79984450105954,20.24986805038646,0.12972319,-0.021989968,0.08511779,-0.25139958,37.17712598000003,0.0,0.00539435997893291,0.00539435997893291
85.79993433258795,20.24986805038646,0.07326732,-0.041195303,0.091684446,-0.25592172,37.17712598000003,0.0,0.010835658143378802,0.010835658143378802
85.80002416411637,20.24986805038646,0.11486821,-0.05233511,0.047133423,-0.19350544,37.17712598000003,0.0,0.005189561237387361,0.005189561237387361
85.80011399564478,20.24986805038646,0.29196218,-0.039714623,0.028617114,-0.31766126,37.43005946000002,1.0,0.5584256998177507,-0.4415743001822493
85.80020382717318,20.24986805038646,0.15407264,0.10251843,0.114511184,-0.17875043,37.43005946000002,0.0,0.02112773030978982,0.02112773030978982
85.80029365870159,20.24986805038646,0.048348777,0.044085752,0.08504238,-0.13371429,37.43005946000002,0.0,0.0016105731768298456,0.0016105731768298456
85.80038349023,20.24986805038646,0.10316594,0.13761471,0.14055058,-0.17261386,37.78211552000002,0.0,0.0012848489219282997,0.0012848489219282997
85.80047332175842,20.24986805038646,0.14366196,0.08838542,0.12281612,-0.22524002,37.78211552000002,0.0,0.004909373038748149,0.004909373038748149
85.80056315328683,20.24986805038646,0.25688556,0.01596519,0.06879337,-0.31322634,37.78211552000002,0.0,0.13210607357790718,0.13210607357790718
85.80065298481524,20.24986805038646,0.29230767,0.03857569,0.07341185,-0.31860462,37.78211552000002,0.0,0.13616458997537942,0.13616458997537942
85.80074281634366,20.24986805038646,0.17394935,0.15825185,0.1417415,-0.20790376,37.78211552000002,0.0,0.027497690842926036,0.027497690842926036
85.80083264787207,20.24986805038646,0.17185877,0.12502421,0.12650299,-0.22099003,37.78211552000002,0.0,0.009578872672658749,0.009578872672658749
85.80092247940048,20.24986805038646,0.18715158,0.1690821,0.15481481,-0.23433621,37.97523365000001,0.0,0.059387387455942055,0.059387387455942055
85.8010123109289,20.24986805038646,0.31474862,0.065537654,0.037456144,-0.3235788,37.97523365000001,0.0,0.16655114398809232,0.16655114398809232
85.80110214245731,20.24986805038646,0.5160063,-0.10167561,-0.05206021,-0.5153278,37.97523365000001,0.0,0.2661078373326435,0.2661078373326435
85.79966483800271,20.249778218858047,0.2752321,0.03359055,0.07756489,-0.33187363,37.13440073000001,0.0,0.14387372199875662,0.14387372199875662
85.79975466953113,20.249778218858047,0.1011125,-0.052457474,0.06401335,-0.20086275,37.13440073000001,0.0,0.0027162971176966895,0.0027162971176966895
85.79984450105954,20.249778218858047,0.1011125,-0.052457474,0.06401335,-0.20086275,37.04211419000004,0.0,0.0027509170007376255,0.0027509170007376255
85.79993433258795,20.249778218858047,0.07527393,-0.059127193,0.038147856,-0.13874875,37.04211419000004,0.0,0.0044506035478439985,0.0044506035478439985
85.80002416411637,20.249778218858047,0.12557386,-0.05093293,0.033048097,-0.17177394,37.04211419000004,0.0,0.005147513977335266,0.005147513977335266
85.80011399564478,20.249778218858047,0.1909651,-0.037832305,0.0555106,-0.27914304,37.41638738,1.0,0.531087051474103,-0.46891294852589704
85.80020382717318,20.249778218858047,0.18737803,0.066257335,0.09674233,-0.26166612,37.41638738,0.0,0.03623323653492685,0.03623323653492685
85.80029365870159,20.249778218858047,0.113022104,0.06981519,0.09769757,-0.1630295,37.41638738,0.0,0.001221171894391086,0.001221171894391086
85.80038349023,20.249778218858047,0.09991266,0.12247269,0.13013698,-0.15686275,37.918836320000025,0.0,0.0013178352764764629,0.0013178352764764629
85.80047332175842,20.249778218858047,0.16345891,0.05897831,0.095943525,-0.22174777,37.918836320000025,0.0,0.007572875098709528,0.007572875098709528
85.80056315328683,20.249778218858047,0.10546087,0.13556258,0.15516996,-0.1703885,37.918836320000025,0.0,0.0018391173985497175,0.0018391173985497175
85.80065298481524,20.249778218858047,0.16157208,0.18481848,0.16151945,-0.19778319,37.918836320000025,0.0,0.024674302850404454,0.024674302850404454
85.80074281634366,20.249778218858047,0.12686354,0.17145813,0.16286473,-0.18978317,37.918836320000025,0.0,0.002996306633226204,0.002996306633226204
85.80083264787207,20.249778218858047,0.1296565,0.09618733,0.11041841,-0.17366174,37.918836320000025,0.0,0.0024681047170631142,0.0024681047170631142
85.80092247940048,20.249778218858047,0.14508928,0.17124392,0.15072049,-0.18853171,38.19227792000001,0.0,0.0061537065026029,0.0061537065026029
85.8010123109289,20.249778218858047,0.34963462,0.094133176,0.08417957,-0.35153392,38.19227792000001,0.0,0.12877861493464174,0.12877861493464174
85.80110214245731,20.249778218858047,0.5684476,-0.1207603,-0.06368688,-0.5485624,38.19227792000001,0.0,0.24083643771717045,0.24083643771717045
85.79966483800271,20.24968838732964,0.30211672,0.057348505,0.090231664,-0.34214875,37.13440073000001,0.0,0.1789911247631012,0.1789911247631012
85.79975466953113,20.24968838732964,0.15772787,-0.044327937,0.061965175,-0.23506199,37.13440073000001,0.0,0.03252465668640923,0.03252465668640923
85.79984450105954,20.24968838732964,0.15772787,-0.044327937,0.061965175,-0.23506199,37.04211419000004,0.0,0.035521368072718135,0.035521368072718135
85.79993433258795,20.24968838732964,0.08660999,-0.009876563,0.0722718,-0.18003461,37.04211419000004,0.0,0.002648204643827855,0.002648204643827855
85.80002416411637,20.24968838732964,0.10689768,0.05286711,0.09841054,-0.16637963,37.04211419000004,0.0,0.0026740028335722273,0.0026740028335722273
85.80011399564478,20.24968838732964,0.225,-0.020301921,0.052773565,-0.27937335,37.41638738,1.0,0.5065878101272457,-0.49341218987275426
85.80020382717318,20.24968838732964,0.21845968,0.012387654,0.07675195,-0.26864272,37.41638738,0.0,0.12419884943679264,0.12419884943679264
85.80029365870159,20.24968838732964,0.20062013,0.036815915,0.08039718,-0.23272844,37.41638738,0.0,0.020927570460616076,0.020927570460616076
85.80038349023,20.24968838732964,0.2605092,0.06294016,0.08242246,-0.28796127,37.918836320000025,0.0,0.059170944195299294,0.059170944195299294
85.80047332175842,20.24968838732964,0.20229372,0.12273361,0.113912515,-0.25548902,37.918836320000025,0.0,0.0498644019077797,0.0498644019077797
85.80056315328683,20.24968838732964,0.09812568,0.254305,0.19699153,-0.14307572,37.918836320000025,0.0,0.0010919653982357064,0.0010919653982357064
85.80065298481524,20.24968838732964,0.14633246,0.23549658,0.1971303,-0.15313308,37.918836320000025,0.0,0.005347970547872353,0.005347970547872353
85.80074281634366,20.24968838732964,0.121030554,0.20433767,0.17282772,-0.16391914,37.918836320000025,0.0,0.0014464212693402311,0.0014464212693402311
85.80083264787207,20.24968838732964,0.071446456,0.13986717,0.15426318,-0.15109076,37.918836320000025,0.0,0.0013566057349606326,0.0013566057349606326
85.80092247940048,20.24968838732964,0.1164006,0.20257099,0.19529663,-0.18593897,38.19227792000001,0.0,0.0014807066560050988,0.0014807066560050988
85.8010123109289,20.24968838732964,0.34365535,0.18464051,0.16471295,-0.3504736,38.19227792000001,0.0,0.16322021204394016,0.16322021204394016
85.80110214245731,20.24968838732964,0.5253968,-0.035932466,0.019072002,-0.5035202,38.19227792000001,0.0,0.22332074546973116,0.22332074546973116
85.79975466953113,20.249598555801224,0.22716628,-0.003110809,0.06760783,-0.28,37.13440073000001,0.0,0.06383511605045719,0.06383511605045719
85.79984450105954,20.249598555801224,0.22716628,-0.003110809,0.06760783,-0.28,37.04211419000004,0.0,0.04892883213829094,0.04892883213829094
85.79993433258795,20.249598555801224,0.11324787,-0.00023998487,0.079452045,-0.19392724,37.04211419000004,0.0,0.0029720610798808322,0.0029720610798808322
85.80002416411637,20.249598555801224,0.13142504,0.103851795,0.12626418,-0.20013057,37.04211419000004,0.0,0.008980701700734055,0.008980701700734055
85.80011399564478,20.249598555801224,0.3156146,0.06691801,0.09054793,-0.3047776,37.41638738,1.0,0.4096982357871214,-0.5903017642128786
85.80020382717318,20.249598555801224,0.39665738,-0.115461625,-0.024459975,-0.41040787,37.41638738,0.0,0.34167045546641833,0.34167045546641833
85.80029365870159,20.249598555801224,0.46040037,-0.117425114,-0.040131595,-0.4625218,37.41638738,1.0,0.8325951939757872,-0.16740480602421282
85.80038349023,20.249598555801224,0.44269386,0.017462637,0.054805383,-0.43339473,37.918836320000025,1.0,0.8321783028606402,-0.1678216971393598
85.80047332175842,20.249598555801224,0.2211176,0.15170276,0.14166397,-0.23423424,37.918836320000025,1.0,0.3650312505787079,-0.6349687494212921
85.80056315328683,20.249598555801224,0.15115112,0.22174598,0.16698432,-0.16161616,37.918836320000025,0.0,0.005113349153440755,0.005113349153440755
85.80065298481524,20.249598555801224,0.19042803,0.21054985,0.17369765,-0.20834757,37.918836320000025,0.0,0.017593839910951037,0.017593839910951037
85.80074281634366,20.249598555801224,0.1036331,0.15657715,0.14100395,-0.15093164,37.918836320000025,0.0,0.003116095355190787,0.003116095355190787
85.80083264787207,20.249598555801224,0.10669847,0.09738715,0.118222676,-0.17979115,37.918836320000025,0.0,0.0017372250210955403,0.0017372250210955403
85.80092247940048,20.249598555801224,0.17049646,0.123805486,0.13480663,-0.20926143,38.19227792000001,0.0,0.008613185169598702,0.008613185169598702
85.8010123109289,20.249598555801224,0.21396054,0.13904434,0.13019788,-0.2642225,38.19227792000001,0.0,0.09108818905804011,0.09108818905804011
85.80110214245731,20.249598555801224,0.32330444,0.024069214,0.05372708,-0.32262996,38.19227792000001,0.8666666666666667,0.4901887552560155,-0.3764779114106512
85.80119197398571,20.249598555801224,0.29823548,0.09643649,0.11659575,-0.32506645,38.28285545000003,0.7490196078431373,0.5531395626248231,-0.19588004521831415
85.80128180551412,20.249598555801224,0.29823548,0.09643649,0.11659575,-0.32506645,38.28285545000003,0.7490196078431373,0.5531395626248231,-0.19588004521831415
85.80137163704254,20.249598555801224,0.2760807,0.10182559,0.12760824,-0.33655298,38.28285545000003,0.0,0.2414409399247938,0.2414409399247938
85.79984450105954,20.24950872427281,0.38493356,-0.058956426,0.014615116,-0.42535728,36.80456179999999,0.6352941176470588,0.657672937991078,0.022378820344019168
85.79993433258795,20.24950872427281,0.205052,-0.077502236,0.030743422,-0.30912027,36.80456179999999,0.0,0.12941275485255163,0.12941275485255163
85.80002416411637,20.24950872427281,0.13488622,0.038770366,0.117834404,-0.26700938,36.80456179999999,0.0,0.01816909305815921,0.01816909305815921
85.80011399564478,20.24950872427281,0.23139773,0.035208065,0.104565084,-0.3216411,37.18567103000001,0.0,0.05585797783652032,0.05585797783652032
85.80020382717318,20.24950872427281,0.3810404,-0.13621552,-0.024390243,-0.4340554,37.18567103000001,1.0,0.774265879092469,-0.22573412090753098
85.80029365870159,20.24950872427281,0.40519837,-0.12730466,-0.03605016,-0.43664336,37.18567103000001,1.0,0.8033176068787541,-0.1966823931212459
85.80038349023,20.24950872427281,0.38193145,0.04314063,0.06779395,-0.40202275,37.853893940000034,1.0,0.7347085904777719,-0.26529140952222807
85.80047332175842,20.24950872427281,0.17970659,0.112235494,0.114899926,-0.22500794,37.853893940000034,0.0,0.01560746584560975,0.01560746584560975
85.80056315328683,20.24950872427281,0.14448054,0.1229525,0.12779383,-0.1983003,37.853893940000034,0.0,0.0037657788520443257,0.0037657788520443257
85.80065298481524,20.24950872427281,0.19288026,0.1900681,0.1670109,-0.212899,37.853893940000034,0.0,0.013538526416713628,0.013538526416713628
